class	class_label	synonyms	GARD	NCIT	OMIM	DOID	Orphanet	is_gard_rare	is_mondo_rare	is_rare	is_leaf
MONDO:0013339	dilated cardiomyopathy 1GG	cardiomyopathy, dilated, type 1Gg|SDHA familial isolated dilated cardiomyopathy|cardiomyopathy, dilated, 1GG; CMD1GG|cardiomyopathy, dilated, 1GG|familial isolated dilated cardiomyopathy caused by mutation in SDHA|CMD1GG|dilated cardiomyopathy type 1GG			OMIM:613642	DOID:0110435		False	True	True	True
MONDO:0011703	spongiform encephalopathy with neuropsychiatric features	spongiform encephalopathy with neuropsychiatric features			OMIM:606688			False	True	True	True
MONDO:0018537	squamous cell carcinoma of gallbladder and extrahepatic biliary tract	squamous cell carcinoma of gallblader and EBT					Orphanet:424996	False	True	True	True
MONDO:0044792	large congenital melanocytic nevus	congenital pigmented Nevus of skin|congenital pigmented Nevus of the skin|congenital melanocytic Nevus of skin|GMN|LCMN|congenital melanocytic Nevus of the skin|Giant congenital melanocytic nevus|Giant Congenital pigmented Nevus|melanocytic NEVUS syndrome, CONGENITAL; CMNS|Giant pigmented hairy nevus|congenital melanocytic nevi|Giant pigmented hairy Nevus|congenital pigmented skin Nevus|congenital melanocytic Nevus|pigmented moles|Nevus spilus|congenital Nevus of skin|congenital nevus|spitz Nevus|congenital Nevus of the skin|congenital pigmented melanocytic Nevus|CMNS|congenital skin Nevus|congenital pigmented nevus		NCIT:C3944	OMIM:137550		Orphanet:626	False	True	True	True
MONDO:0016323	chronic respiratory distress with surfactant metabolism deficiency						Orphanet:217566	False	True	True	True
MONDO:0010297	FG syndrome 2	FG syndrome caused by mutation in FLNA|FG syndrome 2; FGS2|FG syndrome type 2|FGS2|FG syndrome 2|FLNA FG syndrome	GARD:0009923		OMIM:300321			True	False	True	True
MONDO:0014117	Charcot-Marie-Tooth disease type 4B3	Charcot-Marie-Tooth disease, type 4B3|Charcot-Marie-Tooth disease, type 4B3; CMT4B3|SBF1 Charcot-Marie-Tooth disease type 4|Charcot-Marie-Tooth disease type 4 caused by mutation in SBF1|CMT4B3|Charcot-Marie-Tooth disease with focally folded myelin			OMIM:615284	DOID:0110194	Orphanet:363981	False	True	True	True
MONDO:0017045	neuroectodermal-endocrine syndrome	neuroectodermal endocrine syndrome|Oerter-Friedman-Anderson syndrome	GARD:0003959				Orphanet:2676	True	True	True	True
MONDO:0008693	ablepharon macrostomia syndrome	poikiloderma with neutropenia, Clericuzio type|AMS|ablepharon-macrostomia syndrome; AMS|congenital ablepharon, absent eyelashes/eyebrows, macrostomia, auricular, nasal, genital and other systemic anomalies|ablepharon-macrostomia syndrome	GARD:0000003		OMIM:200110	DOID:0060550	Orphanet:920	True	True	True	True
MONDO:0008792	familial angiolipomatosis	angiolipomatosis, familial|angiolipoma Microthromboticum			OMIM:206550		Orphanet:199279	False	True	True	True
MONDO:0022650	cardiomyopathy diabetes deafness		GARD:0001103					True	False	True	True
MONDO:0008373	retinal arterial tortuosity (disease)	retinal arterial tortuosity|retinal arteriolar tortuosity|retinal arteries, tortuosity OF; RATOR|retinal hemorrhage with vascular tortuosity|retinal arteries, tortuosity OF|RATOR|tortuosity of retinal arteries			OMIM:180000		Orphanet:75326	False	True	True	True
MONDO:0015346	Jeavons syndrome	eyelid myoclonia with and without absences|EMEA|epilepsy with eyelid myoclonias					Orphanet:139431	False	True	True	True
MONDO:0009080	split hand-foot malformation 1 with sensorineural hearing loss	split-hand/foot malformation 1 with sensorineural hearing loss, autosomal recessive|deafness, congenital, with split hands and feet|congenital deafness with split hands and feet|split-hand/foot malformation 1 with sensorineural hearing loss, autosomal recessive; SHFM1D|SHFM1D|split hand-split foot-deafness syndrome			OMIM:220600	DOID:0090024	Orphanet:71271	False	True	True	True
MONDO:0009537	lymphoid interstitial pneumonia	lymphoid interstitial pneumonia; LIP|LIP|lymphocytic interstitial pneumonia|diffuse hyperplasia of bronchus-associated lymphoid tissue|lymphocytic interst. pneumonitis|lymphocytic interstitial pneumonitis|lymphoid interstitial pneumonia		NCIT:C27558	OMIM:247610	DOID:0050159	Orphanet:79128	False	True	True	True
MONDO:0008568	thyroid hormone plasma membrane transport defect	defect|thyroid hormone plasma membrane transport defect|hyperthyroxinemia, Eumetabolic, due to T4 plasma Membrane Transport|thyroid hormone resistance due to T4 plasma Membrane Transport defect	GARD:0008499		OMIM:188560			True	False	True	True
MONDO:0017607	caudal regression sequence	sacral agenesis syndrome|caudal dysplasia|sacral regression syndrome	GARD:0006007	NCIT:C124505			Orphanet:3027	False	True	True	True
MONDO:0019123	continuous spikes and waves during sleep	epileptic encephalopathy with continuous spike-and-wave during slow sleep|continuous spikes and waves during slow-wave sleep|CSWS|CSWSS syndrome					Orphanet:725	False	True	True	True
MONDO:0012858	primary CD59 deficiency	HACD59|hemolytic anemia, CD59-mediated, with or without immune-mediated polyneuropathy; HACD59|CD59 deficiency|hemolytic anemia, CD59-mediated, with or without immune-mediated polyneuropathy			OMIM:612300		Orphanet:169464	False	True	True	True
MONDO:0005680	Brill-Zinsser disease	latent typhus|sporadic typhus|Brill's disease|Brill disease|recrudescent typhus|Brill Zinsser disease				DOID:11254	Orphanet:99990	False	True	True	True
MONDO:0011772	B4GALT1-CDG	carbohydrate deficient glycoprotein syndrome type IId|CDG-IId|congenital disorder of glycosylation, type IId; CDG2D|congenital disorder of glycosylation, type IId|Beta-1,4-galactosyltransferase deficiency|CDG 2D|B4GALT1-CDG (CDG-IId)|congenital disorder of glycosylation type IId|CDG syndrome type IId|congenital disorder of glycosylation type 2d|CDG2D|CDG IId	GARD:0009841		OMIM:607091	DOID:0070256	Orphanet:79332	False	True	True	True
MONDO:0012433	Senior-Loken syndrome 6	SENIOR-Loken syndrome 6; SLSN6|Senior-Loken syndrome 6|Senior-Loken syndrome caused by mutation in CEP290|SLSN6|CEP290 Senior-Loken syndrome|Senior-Loken syndrome type 6			OMIM:610189			False	True	True	True
MONDO:0013011	atrial heart septal defect 5	ACTC1 atrial heart septal defect|atrial septal defect 5|atrial heart septal defect caused by mutation in ACTC1|atrial heart septal defect type 5|ASD5|atrial septal defect 5; ASD5|atrial septal defect type 5			OMIM:612794	DOID:0110110		False	True	True	True
MONDO:0007356	Lynch syndrome 1	Lynch syndrome type 1|COCA1|colorectal cancer, hereditary nonpolyposis, type 1|LYNCH syndrome I|hereditary nonpolyposis colorectal cancer type 1|familial non-polyposis colon cancer type 1|Lynch 1 syndrome|colon cancer, familial nonpolyposis, type 1|HNPCC1|Lynch syndrome 2|Hereditary non-polyposis colon cancer type 1		NCIT:C6725	OMIM:120435	DOID:0070271		False	True	True	True
MONDO:0008542	tetralogy of fallot	ventricular septal defect with pulmonary stenosis or atresia, dextraposition of aorta, and hypertrophy of right ventricle|tetralogy of FALLOT; TOF|TOF|Fallot tetralogy|tetralogy of fallot	GARD:0002245	NCIT:C84505	OMIM:187500	DOID:6419	Orphanet:3303	True	True	True	True
MONDO:0044724	3-methylglutaconic aciduria type 9	3-METHYLGLUTACONIC aciduria, type IX; MGCA9|3-methylglutaconic aciduria-epilepsy-spasticity-severe intellectual disability syndrome|MGCA9|3-Methylglutaconic aciduria, type 9|3-methylglutaconic acuduria type IX|3-methylglutaconic acuduria type IX, MGCA9|MGA9			OMIM:617698	DOID:0070002	Orphanet:505216	False	True	True	True
MONDO:0016051	cleft lip-retinopathy syndrome	Ausems-Wittebol post-Hennekam syndrome|cleft lip-progressive retinopathy syndrome|Ausems Wittebol-Post Hennekam syndrome|cleft lip with progressive retinopathy|cleft lip-cone rod dystrophy syndrome	GARD:0000435				Orphanet:1995	False	True	True	True
MONDO:0011281	congenital myasthenic syndrome 5	EAD|endplate acetylcholinesterase deficiency|congenital myasthenic syndrome Engel type|myasthenic syndrome, congenital, 5|CMS5|congenital myasthenic syndrome type 5|Cms Ic, formerly|CMS Ic|congenital myasthenic syndrome type Ic, formerly|congenital myasthenic syndrome type Ic|end plate acetylcholinesterase deficiency|Cms Ic|myasthenic syndrome, congenital, type 5|COLQ congenital myasthenic syndrome|myasthenic syndrome, congenital, 5; CMS5|CMS5|myasthenic syndrome, congenital, Engel type|Engel congenital myasthenic syndrome|congenital myasthenic syndrome caused by mutation in COLQ		NCIT:C129304	OMIM:603034	DOID:0110667		False	True	True	True
MONDO:0011648	radiation-induced meningioma	Mnri|radiation induced meningioma|meningioma, radiation-induced	GARD:0008491		OMIM:606190			True	True	True	True
MONDO:0007429	optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy	optic atrophy 1 and deafness|optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy|dominant optic atrophy plus syndrome	GARD:0009897		OMIM:125250		Orphanet:3212	False	True	True	True
MONDO:0019923	Beckwith-Wiedemann syndrome due to paternal uniparental disomy of chromosome 11	Beckwith-Wiedemann syndrome due to paternal uniparental disomy of chromosome type 11|UPD(11)pat|Mosaic paternal uniparental disomy of chromosome 11					Orphanet:96193	False	True	True	True
MONDO:0013750	atrial heart septal defect 8	atrial septal defect 8; ASD8|CITED2 atrial heart septal defect|atrial heart septal defect caused by mutation in CITED2|atrial septal defect type 8|ASD8|atrial heart septal defect type 8|atrial septal defect 8			OMIM:614433	DOID:0110113		False	True	True	True
MONDO:0009801	familial osteodysplasia, Anderson type	osteodysplasia familial Anderson type|osteodysplasia, familial, Anderson type	GARD:0004136		OMIM:259250		Orphanet:2769	True	True	True	True
MONDO:0010825	atrioventricular defect-blepharophimosis-radial and anal defect syndrome	ATRIOVENTRICULAR septal defect with blepharophimosis and anal and radial defects|Houlston-Ironton-Temple syndrome			OMIM:600123		Orphanet:1352	False	True	True	True
MONDO:0020630	epileptic encephalopathy, infantile or early childhood, 1	IECEE1|epileptic encephalopathy, infantile or early childhood, 1; IECEE1			OMIM:617711			False	True	True	True
MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung	fetal adenocarcinoma|pulmonary adenocarcinoma of fetal type|well-differentiated fetal lung adenocarcinoma|fetal lung adenocarcinoma|pulmonary endodermal tumor resembling fetal lung|WDFA		NCIT:C45509			Orphanet:284395	False	True	True	True
MONDO:0014532	autosomal dominant mitochondrial myopathy with exercise intolerance	myopathy, isolated mitochondrial, autosomal dominant|IMMD|myopathy, isolated mitochondrial, autosomal dominant; IMMD			OMIM:616209		Orphanet:457050	False	True	True	True
MONDO:0010720	partial androgen insensitivity syndrome	androgen insensitivity, partial, with or without breast cancer|incomplete male pseudohermaphroditism|androgen insensitivity, partial; pais|androgen resistance syndrome, partial|Reifenstein syndrome, partial|androgen insensitivity syndrome, partial|partial androgen resistance syndrome|Reifenstein syndrome|familial incomplete Male pseudohermaphroditism, type 1|type I familial incomplete male pseudohermaphroditism|androgen insensitivity, partial|pais	GARD:0005692	NCIT:C120192	OMIM:307300		Orphanet:90797	True	True	True	True
MONDO:0011313	megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	Meg-PMG-Megacc syndrome|megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome caused by mutation in PIK3R2|megalencephaly, mega corpus callosum, and complete lack of motor development|megalencephaly, polymicrogyria, mega corpus callosum syndrome|megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome type 1|PIK3R2 megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome|megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1; MPPH1|MPPH1|megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1			OMIM:603387			False	True	True	True
MONDO:0012144	Waardenburg syndrome type 2D	SNAI2 Waardenburg syndrome type 2|Waardenburg syndrome type 2 caused by mutation in SNAI2|WS2D|Waardenburg syndrome, type 2D|Waardenburg syndrome type IID|Waardenburg syndrome, type 2D; WS2D			OMIM:608890	DOID:0110952		False	True	True	True
MONDO:0010635	hypogonadotropic hypogonadism 1 with or without anosmia	hypogonadotropic hypogonadism 1 with or without anosmia; HH1|KAL1|hypogonadotropic hypogonadism and anosmia|anosmic hypogonadism|Kallmann syndrome, X-linked|hypogonadotropic hypogonadism 1 with or without anosmia|dysplasia Olfactogenitalis of De Morsier|Kallmann syndrome, type 1, X-linked|KMS|ANOS1 hypogonadotropic hypogonadism|dysplasia olfactogenitalis of de Morsier|HH1|hypogonadotropic hypogonadism caused by mutation in ANOS1|Kallmann syndrome 1	GARD:0003071	NCIT:C75480	OMIM:308700	DOID:0090094		True	False	True	True
MONDO:0022746	chromosome 13p duplication	trisomy 13p|Duplication 13p|chromosome 13p, trisomy						False	True	True	True
MONDO:0018180	staphylococcal scarlet fever						Orphanet:36235	False	True	True	True
MONDO:0019882	distal trisomy 8q	trisomy 8qter|telomeric duplication 8q|distal duplication 8q|distal trisomy type 8q					Orphanet:96100	False	True	True	True
MONDO:0002687	superior mesenteric artery syndrome	vascular compression of the duodenum|superior mesenteric artery syndromic disease|Wilkie syndrome|superior mesenteric artery syndrome|Cast syndrome|Arteriomesenteric duodenal compression syndrome|syndromic disease of superior mesenteric artery	GARD:0007712	NCIT:C85175		DOID:3557		True	False	True	True
MONDO:0012885	SRD5A3-CDG	CDG1Q|coloboma, ocular, with ichthyosis, brain malformations, and endocrine abnormalities|CDGIq|congenital disorder of glycosylation type 1q|CDG Iq|congenital disorder of glycosylation, type Iq; CDG1Q|congenital disorder of glycosylation due to steroid 5alpha-reductase type 3 deficiency|CDG-Iq|CDG syndrome type Iq|SRD5A3-CDG (CDG-Iq)|congenital disorder of glycosylation type Iq|congenital disorder of glycosylation, type Iq	GARD:0012397		OMIM:612379		Orphanet:324737	False	True	True	True
MONDO:0044406	arthrogryposis-ectodermal dysplasia-other anomalies syndrome	Stoll-Alembik-Finck syndrome	GARD:0005029				Orphanet:3200	False	True	True	True
MONDO:0007775	hypersecretion of adrenal androgens, familial	hypersecretion of adrenal androgens, familial|familial hypersecretion of adrenal androgens	GARD:0009593		OMIM:145295			True	False	True	True
MONDO:0014675	autosomal recessive nonsyndromic deafness 104	autosomal recessive nonsyndromic deafness caused by mutation in RIPOR2|autosomal recessive nonsyndromic deafness type 104|deafness, autosomal recessive type 104|RIPOR2 autosomal recessive nonsyndromic deafness|deafness, autosomal recessive 104; DFNB104|deafness, autosomal recessive 104|autosomal recessive deafness 104|DFNB104			OMIM:616515	DOID:0110465		False	True	True	True
MONDO:0007137	isolated congenital anosmia	ANIC|congenital anosmia|anosmia, isolated congenital; ANIC|anosmia, isolated congenital|anosmia, congenital	GARD:0009486		OMIM:107200		Orphanet:88620	False	True	True	True
MONDO:0008118	odontomatosis-aortae esophagus stenosis syndrome	odontoma dysphagia syndrome|Odontomatosis (multiple odontomas) with dysphagia|odontoma-dysphagia syndrome|boder syndrome	GARD:0000238		OMIM:164330		Orphanet:2724	False	True	True	True
MONDO:0004502	parapharyngeal meningioma			NCIT:C5303		DOID:8216		False	True	True	True
MONDO:0019875	Beckwith-Wiedemann syndrome due to 11p15 microduplication						Orphanet:96076	False	True	True	True
MONDO:0018694	isolated tracheo-esophageal fistula	tracheo-esophageal fistula|tracheoesophageal fistula|isolated tracheoesophageal fistula|tracheoesophageal fistula|H-type tracheoesophageal fistula		NCIT:C35080			Orphanet:454750	False	True	True	True
MONDO:0015313	choanal atresia, bilateral						Orphanet:137920	False	True	True	True
MONDO:0003246	sclerosing hepatic carcinoma	sclerosing hepatic carcinoma|scirrhous hepatocellular cancer|sclerosing hepatocellular carcinoma|scirrhous hepatocellular carcinoma		NCIT:C27388		DOID:5026		False	True	True	True
MONDO:0011712	van der Woude syndrome 2	VAN DER Woude syndrome 2; VWS2|Van Der Woude syndrome type 2|van der Woude syndrome caused by mutation in GRHL3|van der Woude syndrome 2|GRHL3 van der Woude syndrome|VWS2	GARD:0007846		OMIM:606713			True	True	True	True
MONDO:0004504	penile urethral cancer	penile urethral malignant neoplasm|urethra cancer of penis|penis urethra cancer		NCIT:C39868		DOID:8223		False	True	True	True
